order_item_id,order_id,product_id,quantity,unit_price
3158,3004,152,4,3907.36
3159,4493,178,4,4333.64
3160,2288,20,4,3610.26
3161,4037,53,3,4460.35
3162,4684,50,1,4506.29
3163,3850,40,5,4828.05
3164,3457,114,5,505.47
3165,3865,71,3,337.05
3166,624,195,4,464.65
3167,3833,196,1,752.0
3168,2193,196,4,752.0
3169,2380,40,4,4828.05
3170,3924,5,4,2168.56
3171,1056,148,3,3250.66
3172,3094,187,1,923.88
3173,4045,106,1,4109.75
3174,898,29,2,1699.59
3175,865,74,4,1267.56
3176,3705,195,4,464.65
3177,4164,96,5,4329.81
3178,1739,138,5,294.5
3179,1952,179,2,2927.37
3180,1552,26,3,369.95
3181,3028,113,1,1812.1
3182,2421,114,2,505.47
3183,345,68,2,2362.37
3184,2811,173,1,709.76
3185,4826,139,4,1457.29
3186,1416,147,1,2139.32
3187,1895,77,1,2559.59
3188,4564,182,2,4162.32
3189,3987,86,1,637.78
3190,3683,119,5,1258.26
3191,1376,51,5,560.49
3192,2651,34,4,1016.61
3193,2939,22,5,4837.29
3194,2402,24,1,2963.2
3195,2105,140,2,2104.99
3196,1157,95,3,1719.44
3197,1517,20,2,3610.26
3198,4445,77,4,2559.59
3199,4678,187,2,923.88
3200,1860,172,1,3055.81
3201,743,194,2,2886.29
3202,775,3,1,3877.2
3203,772,159,1,169.47
3204,3156,144,1,2820.22
3205,4083,82,5,3629.13
3206,3481,13,4,877.15
3207,873,190,2,4796.02
3208,3559,108,2,4466.42
3209,3511,150,4,3935.62
3210,4903,82,4,3629.13
3211,4643,168,4,4864.91
3212,2449,159,1,169.47
3213,1817,124,1,1937.01
3214,3413,82,4,3629.13
3215,1407,51,3,560.49
3216,346,21,5,651.5
3217,1030,197,1,679.44
3218,3453,123,5,2303.22
3219,976,141,2,766.77
3220,706,32,4,-100.0
3221,2934,120,5,3429.48
3222,3259,121,4,4483.51
3223,3551,141,2,766.77
3224,4191,149,3,4496.99
3225,886,79,4,3629.97
3226,2674,162,5,1229.58
3227,4828,123,5,2303.22
3228,3059,18,4,850.63
3229,4017,109,5,4774.93
3230,4899,35,5,4287.16
3231,1006,152,3,3907.36
3232,916,29,3,1699.59
3233,2489,200,1,559.55
3234,2957,188,1,3546.42
3235,4833,30,3,3615.52
3236,1291,111,3,155.71
3237,1870,155,2,3620.25
3238,2000,77,4,2559.59
3239,776,107,4,1766.94
3240,2724,54,3,107.31
3241,3771,137,4,1265.25
3242,500,118,1,925.76
3243,3955,120,1,3429.48
3244,797,180,3,3546.06
3245,3931,161,3,3635.33
3246,4575,179,5,2927.37
3247,1369,117,5,4072.16
3248,458,7,2,3125.61
3249,3114,69,4,4381.24
3250,3027,113,4,1812.1
3251,3685,150,3,3935.62
3252,3944,191,2,81.25
3253,526,183,2,4040.56
3254,764,43,3,4302.52
3255,911,140,4,2104.99
3256,2271,48,2,1200.53
3257,4521,44,2,3031.07
3258,1434,181,5,683.56
3259,1735,160,1,2178.42
3260,3109,152,4,3907.36
3261,3831,157,1,1928.55
3262,4081,74,1,1267.56
3263,671,67,2,38.18
3264,2012,194,2,2886.29
3265,2920,101,3,1667.37
3266,1535,63,4,770.1
3267,484,30,2,3615.52
3268,2528,194,2,2886.29
3269,3556,141,1,766.77
3270,3765,193,4,2690.69
3271,4425,30,5,3615.52
3272,2344,179,1,2927.37
3273,4526,31,1,1939.57
3274,756,98,5,-100.0
3275,3913,29,3,1699.59
3276,884,49,3,3170.58
3277,46,8,1,652.3
3278,1835,79,4,3629.97
3279,2461,123,3,2303.22
3280,477,91,5,2663.66
3281,4910,89,3,1908.68
3282,4768,104,1,4619.03
3283,1639,143,4,3081.45
3284,37,20,5,3610.26
3285,3291,136,1,3716.48
3286,251,176,4,2176.21
3287,2178,200,4,559.55
3288,25,110,2,2168.73
3289,846,60,4,555.95
3290,124,131,5,736.05
3291,3329,42,2,1446.54
3292,4806,184,4,4757.3
3293,720,95,2,1719.44
3294,1330,71,2,337.05
3295,4215,159,2,169.47
3296,4139,70,2,319.63
3297,3694,144,1,2820.22
3298,2858,50,2,4506.29
3299,4483,193,2,2690.69
3300,1479,61,4,926.94
3301,3436,120,1,3429.48
3302,1107,40,5,4828.05
3303,115,118,2,925.76
3304,4650,46,3,1952.31
3305,4988,158,5,-100.0
3306,1223,63,2,770.1
3307,1574,124,4,1937.01
3308,366,32,1,-100.0
3309,4496,122,5,3402.63
3310,2769,174,3,2212.47
3311,3953,100,1,4795.38
3312,2918,145,3,3015.1
3313,4149,182,2,4162.32
3314,3803,1,4,1748.2
3315,1722,101,4,1667.37
3316,169,47,4,2077.09
3317,2567,176,4,2176.21
3318,1165,53,4,4460.35
3319,464,169,4,2620.98
3320,1904,139,5,1457.29
3321,4137,125,1,2865.74
3322,2696,150,4,3935.62
3323,1618,161,2,3635.33
3324,4768,95,4,1719.44
3325,3307,144,5,2820.22
3326,3483,141,4,766.77
3327,2730,111,3,155.71
3328,4466,28,1,3057.52
3329,1232,2,5,2709.86
3330,631,183,3,4040.56
3331,213,80,2,226.32
3332,1314,65,2,1581.81
3333,1086,174,5,2212.47
3334,2672,169,4,2620.98
3335,2574,183,2,4040.56
3336,898,156,1,150.79
3337,3043,63,2,770.1
3338,4744,46,4,1952.31
3339,1151,11,5,2074.52
3340,631,68,4,2362.37
3341,1375,92,4,336.66
3342,1127,87,1,1745.57
3343,953,197,1,679.44
3344,1573,80,5,226.32
3345,3771,197,1,679.44
3346,1181,106,2,4109.75
3347,2097,199,5,-100.0
3348,2295,2,1,2709.86
3349,2803,124,4,1937.01
3350,3669,43,2,4302.52
3351,2963,191,4,81.25
3352,1215,185,1,2653.6
3353,286,12,4,4862.4
3354,1374,85,4,4247.78
3355,4188,37,1,760.38
3356,2834,159,3,169.47
3357,4998,13,5,877.15
3358,1979,149,2,4496.99
3359,415,126,1,4251.51
3360,3994,167,5,4980.53
3361,680,17,3,129.68
3362,4305,134,4,883.72
3363,3642,33,3,3398.73
3364,1380,152,4,3907.36
3365,685,84,1,4737.36
3366,4752,159,3,169.47
3367,585,180,2,3546.06
3368,4131,137,2,1265.25
3369,617,66,5,1996.07
3370,673,10,1,974.25
3371,1254,168,2,4864.91
3372,1110,174,1,2212.47
3373,1772,69,4,4381.24
3374,2579,173,1,709.76
3375,3547,144,4,2820.22
3376,3580,56,4,1899.51
3377,3549,85,2,4247.78
3378,4443,22,3,4837.29
3379,3231,30,3,3615.52
3380,3383,14,1,3668.31
3381,1009,77,1,2559.59
3382,704,5,4,2168.56
3383,1316,43,4,4302.52
3384,3786,181,4,683.56
3385,2076,116,3,531.16
3386,3512,75,2,2091.44
3387,1575,165,5,1911.42
3388,211,181,4,683.56
3389,2469,80,3,226.32
3390,848,29,3,1699.59
3391,3378,7,2,3125.61
3392,2308,173,2,709.76
3393,4699,137,1,1265.25
3394,3895,176,2,2176.21
3395,4093,190,5,4796.02
3396,3758,84,1,4737.36
3397,3823,101,3,1667.37
3398,3499,79,2,3629.97
3399,2185,120,3,3429.48
3400,3716,39,3,2333.6
3401,922,129,1,76.98
3402,1015,27,2,948.7
3403,3580,98,2,-100.0
3404,4799,57,4,399.2
3405,808,126,4,4251.51
3406,1443,57,1,399.2
3407,4141,122,4,3402.63
3408,937,123,1,2303.22
3409,2569,129,1,76.98
3410,1044,110,2,2168.73
3411,1485,157,4,1928.55
3412,2173,135,5,2322.77
3413,3047,45,5,3551.27
3414,4966,21,4,651.5
3415,534,2,1,2709.86
3416,2710,132,4,4240.78
3417,2172,18,2,850.63
3418,2404,106,5,4109.75
3419,4514,152,5,3907.36
3420,1442,13,1,877.15
3421,1389,157,5,1928.55
3422,926,108,5,4466.42
3423,2250,189,5,1682.79
3424,4927,104,4,4619.03
3425,4649,110,5,2168.73
3426,4550,133,5,1348.28
3427,2770,179,4,2927.37
3428,3796,162,3,1229.58
3429,733,104,2,4619.03
3430,2025,110,3,2168.73
3431,1888,8,2,652.3
3432,2108,179,3,2927.37
3433,3448,113,1,1812.1
3434,1802,19,5,1417.95
3435,18,91,2,2663.66
3436,1887,107,1,1766.94
3437,1641,198,2,2584.83
3438,1845,16,1,342.1
3439,2539,65,1,1581.81
3440,4073,119,3,1258.26
3441,1008,42,1,1446.54
3442,4925,182,3,4162.32
3443,2156,127,1,328.69
3444,4032,180,5,3546.06
3445,1518,3,4,3877.2
3446,3369,18,4,850.63
3447,3947,127,5,328.69
3448,4683,140,1,2104.99
3449,424,194,1,2886.29
3450,1815,16,4,342.1
3451,4307,74,5,1267.56
3452,1163,69,5,4381.24
3453,4260,36,2,2718.05
3454,4048,104,1,4619.03
3455,4128,71,1,337.05
3456,2810,199,3,-100.0
3457,4974,58,4,1991.41
3458,1278,108,4,4466.42
3459,2914,115,1,2729.37
3460,561,109,1,4774.93
3461,3527,194,3,2886.29
3462,3387,92,3,336.66
3463,1888,12,5,4862.4
3464,4554,72,4,2818.18
3465,897,128,5,21.76
3466,2764,180,3,3546.06
3467,4526,166,1,1710.25
3468,191,3,3,3877.2
3469,3880,109,2,4774.93
3470,3941,195,3,464.65
3471,2808,40,2,4828.05
3472,3284,74,1,1267.56
3473,1464,98,5,-100.0
3474,3304,46,4,1952.31
3475,751,138,1,294.5
3476,943,68,3,2362.37
3477,1684,5,3,2168.56
3478,572,27,1,948.7
3479,3308,55,1,1111.45
3480,3670,151,1,3524.16
3481,2860,162,3,1229.58
3482,514,111,4,155.71
3483,4359,83,2,2379.2
3484,2833,118,2,925.76
3485,3167,42,3,1446.54
3486,1645,161,1,3635.33
3487,1699,28,4,3057.52
3488,3320,175,5,2517.05
3489,1893,73,1,1245.98
3490,2884,99,5,520.25
3491,1656,143,4,3081.45
3492,2511,144,2,2820.22
3493,4202,114,3,505.47
3494,2861,99,1,520.25
3495,3352,53,5,4460.35
3496,2107,62,5,729.82
3497,2921,60,3,555.95
3498,2752,61,4,926.94
3499,4821,89,2,1908.68
3500,4492,139,1,1457.29
3501,4917,66,3,1996.07
3502,4391,35,1,4287.16
3503,2544,118,3,925.76
3504,1059,120,1,3429.48
3505,3535,176,4,2176.21
3506,720,128,1,21.76
3507,2839,69,5,4381.24
3508,3682,196,3,752.0
3509,4181,169,1,2620.98
3510,3475,162,3,1229.58
3511,1721,67,1,38.18
3512,1362,3,3,3877.2
3513,1824,163,4,3906.47
3514,4331,169,5,2620.98
3515,62,80,3,226.32
3516,1028,174,1,2212.47
3517,65,192,1,4954.72
3518,3882,147,1,2139.32
3519,681,73,4,1245.98
3520,2106,61,5,926.94
3521,2943,184,3,4757.3
3522,2220,147,4,2139.32
3523,160,181,1,683.56
3524,4827,95,2,1719.44
3525,1457,98,4,-100.0
3526,2678,33,5,3398.73
3527,3630,168,2,4864.91
3528,1762,152,3,3907.36
3529,460,51,2,560.49
3530,3660,136,1,3716.48
3531,3085,134,4,883.72
3532,3457,126,1,4251.51
3533,2371,139,4,1457.29
3534,3062,175,2,2517.05
3535,3870,33,2,3398.73
3536,4030,147,1,2139.32
3537,4847,52,3,632.53
3538,1828,81,5,4980.81
3539,3502,86,3,637.78
3540,4027,39,1,2333.6
3541,1836,91,2,2663.66
3542,3409,92,5,336.66
3543,768,193,2,2690.69
3544,120,57,3,399.2
3545,2374,36,3,2718.05
3546,4446,72,4,2818.18
3547,2205,138,3,294.5
3548,415,108,5,4466.42
3549,1553,16,1,342.1
3550,832,190,5,4796.02
3551,4781,60,2,555.95
3552,3572,52,4,632.53
3553,3804,182,2,4162.32
3554,715,151,3,3524.16
3555,3592,58,4,1991.41
3556,1575,33,4,3398.73
3557,3365,129,1,76.98
3558,1085,118,4,925.76
3559,3952,170,2,2387.19
3560,4764,153,3,1022.31
3561,2962,115,2,2729.37
3562,2953,92,1,336.66
3563,949,180,4,3546.06
3564,123,46,1,1952.31
3565,2148,47,1,2077.09
3566,975,182,1,4162.32
3567,1873,91,2,2663.66
3568,1395,12,2,4862.4
3569,94,156,1,150.79
3570,3743,41,4,4586.2
3571,581,162,5,1229.58
3572,3316,140,4,2104.99
3573,4368,200,2,559.55
3574,318,75,4,2091.44
3575,3014,149,1,4496.99
3576,4293,16,1,342.1
3577,1854,73,1,1245.98
3578,3610,52,5,632.53
3579,252,24,2,2963.2
3580,3321,63,2,770.1
3581,2467,156,4,150.79
3582,3668,100,4,4795.38
3583,2759,28,4,3057.52
3584,1914,91,1,2663.66
3585,1872,90,2,3801.92
3586,539,160,3,2178.42
3587,2596,57,2,399.2
3588,531,19,4,1417.95
3589,608,54,3,107.31
3590,4340,183,2,4040.56
3591,516,103,1,1731.91
3592,2514,73,2,1245.98
3593,3770,140,1,2104.99
3594,2610,45,1,3551.27
3595,3539,141,5,766.77
3596,1391,32,2,-100.0
3597,663,126,5,4251.51
3598,2129,7,2,3125.61
3599,2911,86,1,637.78
3600,4350,116,5,531.16
3601,3659,173,3,709.76
3602,3622,29,5,1699.59
3603,4654,60,5,555.95
3604,911,132,1,4240.78
3605,4887,169,1,2620.98
3606,815,54,3,107.31
3607,2112,133,4,1348.28
3608,1801,153,3,1022.31
3609,722,54,2,107.31
3610,524,155,4,3620.25
3611,1794,81,4,4980.81
3612,2600,79,5,3629.97
3613,816,96,5,4329.81
3614,3809,174,2,2212.47
3615,840,95,3,1719.44
3616,2884,67,2,38.18
3617,2481,194,2,2886.29
3618,3671,156,2,150.79
3619,3341,21,5,651.5
3620,461,110,3,2168.73
3621,2435,175,4,2517.05
3622,1845,128,2,21.76
3623,2619,98,2,-100.0
3624,4655,119,4,1258.26
3625,4719,78,3,1985.77
3626,3273,157,4,1928.55
3627,3314,78,1,1985.77
3628,2525,5,3,2168.56
3629,4529,192,4,4954.72
3630,4319,172,4,3055.81
3631,553,126,4,4251.51
3632,4134,39,3,2333.6
3633,826,51,3,560.49
3634,2889,21,3,651.5
3635,1549,26,4,369.95
3636,4365,179,4,2927.37
3637,3715,167,2,4980.53
3638,48,9,1,3404.01
3639,4606,182,1,4162.32
3640,4783,135,4,2322.77
3641,4668,199,2,-100.0
3642,1471,154,3,1864.28
3643,3703,29,2,1699.59
3644,2922,59,4,4550.79
3645,3684,145,1,3015.1
3646,4844,102,3,-100.0
3647,1149,121,5,4483.51
3648,3442,62,4,729.82
3649,1722,173,2,709.76
3650,882,127,2,328.69
3651,2559,38,4,2905.17
3652,598,70,2,319.63
3653,2231,179,2,2927.37
3654,4174,8,2,652.3
3655,2840,145,4,3015.1
3656,1795,164,5,1838.33
3657,2159,14,3,3668.31
3658,335,58,2,1991.41
3659,4114,37,4,760.38
3660,1242,138,4,294.5
3661,3921,139,1,1457.29
3662,1331,189,1,1682.79
3663,807,2,3,2709.86
3664,1275,135,1,2322.77
3665,3033,168,5,4864.91
3666,4071,187,4,923.88
3667,776,70,3,319.63
3668,1283,147,1,2139.32
3669,4677,140,3,2104.99
3670,1694,13,5,877.15
3671,1303,82,1,3629.13
3672,3371,85,5,4247.78
3673,4183,34,4,1016.61
3674,382,13,4,877.15
3675,83,189,1,1682.79
3676,2812,62,2,729.82
3677,1964,171,2,4875.43
3678,1163,10,3,974.25
3679,508,192,5,4954.72
3680,2250,168,4,4864.91
3681,1321,113,4,1812.1
3682,225,24,2,2963.2
3683,4227,26,4,369.95
3684,1563,100,2,4795.38
3685,4789,75,4,2091.44
3686,4374,36,2,2718.05
3687,3423,49,3,3170.58
3688,1484,4,2,1525.07
3689,4898,165,3,1911.42
3690,2747,140,4,2104.99
3691,2639,150,2,3935.62
3692,3236,157,4,1928.55
3693,1109,10,5,974.25
3694,3227,89,5,1908.68
3695,2401,82,4,3629.13
3696,4545,116,1,531.16
3697,2073,197,2,679.44
3698,1883,11,2,2074.52
3699,4512,114,3,505.47
3700,3369,93,1,4958.13
3701,844,95,3,1719.44
3702,3074,135,3,2322.77
3703,824,122,2,3402.63
3704,2939,109,5,4774.93
3705,3138,87,5,1745.57
3706,4300,58,2,1991.41
3707,3184,188,1,3546.42
3708,1678,16,5,342.1
3709,1140,114,5,505.47
3710,4702,20,1,3610.26
3711,217,124,1,1937.01
3712,3215,94,3,3230.41
3713,3654,124,5,1937.01
3714,1288,12,4,4862.4
3715,284,27,3,948.7
3716,3619,63,2,770.1
3717,4685,49,3,3170.58
3718,3509,126,2,4251.51
3719,1156,38,5,2905.17
3720,668,143,1,3081.45
3721,3667,35,2,4287.16
3722,2279,128,4,21.76
3723,378,46,1,1952.31
3724,289,120,2,3429.48
3725,981,124,2,1937.01
3726,4983,39,3,2333.6
3727,3804,116,2,531.16
3728,2169,176,4,2176.21
3729,1471,1,3,1748.2
3730,2805,160,4,2178.42
3731,1751,126,2,4251.51
3732,1601,157,1,1928.55
3733,2137,198,1,2584.83
3734,3701,113,3,1812.1
3735,3148,85,5,4247.78
3736,681,53,5,4460.35
3737,3034,40,1,4828.05
3738,243,182,2,4162.32
3739,787,71,1,337.05
3740,4076,107,3,1766.94
3741,174,104,2,4619.03
3742,4656,77,5,2559.59
3743,4494,32,3,-100.0
3744,4169,199,1,-100.0
3745,3465,38,4,2905.17
3746,4793,88,1,3820.04
3747,1635,138,3,294.5
3748,3829,131,3,736.05
3749,1521,105,4,4959.45
3750,442,140,1,2104.99
3751,1979,178,1,4333.64
3752,208,124,4,1937.01
3753,45,166,2,1710.25
3754,111,147,4,2139.32
3755,1623,160,5,2178.42
3756,2636,175,1,2517.05
3757,2605,35,4,4287.16
3758,1553,64,4,1190.2
3759,2136,148,5,3250.66
3760,3713,48,1,1200.53
3761,766,84,3,4737.36
3762,1090,108,5,4466.42
3763,3720,79,3,3629.97
3764,2565,186,4,798.91
3765,1679,87,5,1745.57
3766,1168,68,2,2362.37
3767,3915,199,2,-100.0
3768,1952,67,1,38.18
3769,3180,59,4,4550.79
3770,419,110,1,2168.73
3771,3953,93,1,4958.13
3772,3078,51,5,560.49
3773,1766,39,1,2333.6
3774,1976,18,3,850.63
3775,4619,65,2,1581.81
3776,4833,165,3,1911.42
3777,4329,81,1,4980.81
3778,4039,151,3,3524.16
3779,786,164,5,1838.33
3780,2975,123,5,2303.22
3781,2490,143,4,3081.45
3782,2412,80,5,226.32
3783,1616,128,2,21.76
3784,4508,191,2,81.25
3785,813,59,5,4550.79
3786,213,169,2,2620.98
3787,979,39,1,2333.6
3788,442,126,5,4251.51
3789,1666,171,3,4875.43
3790,998,26,5,369.95
3791,2535,43,2,4302.52
3792,663,50,2,4506.29
3793,1599,134,2,883.72
3794,3749,159,3,169.47
3795,1560,106,1,4109.75
3796,4255,97,3,369.16
3797,4815,143,2,3081.45
3798,415,132,2,4240.78
3799,3246,5,3,2168.56
3800,1014,136,3,3716.48
3801,4946,133,5,1348.28
3802,4163,89,1,1908.68
3803,735,181,3,683.56
3804,4157,71,4,337.05
3805,3001,67,5,38.18
3806,957,29,4,1699.59
3807,643,43,3,4302.52
3808,4329,20,2,3610.26
3809,3884,121,3,4483.51
3810,15,131,4,736.05
3811,2731,33,2,3398.73
3812,3331,152,1,3907.36
3813,2731,138,4,294.5
3814,2873,72,4,2818.18
3815,4357,77,3,2559.59
3816,1400,51,4,560.49
3817,3584,38,1,2905.17
3818,4012,81,1,4980.81
3819,3418,37,1,760.38
3820,455,148,5,3250.66
3821,305,160,3,2178.42
3822,3458,100,3,4795.38
3823,562,188,1,3546.42
3824,2756,186,4,798.91
3825,3771,159,4,169.47
3826,977,31,5,1939.57
3827,3326,4,4,1525.07
3828,3282,75,2,2091.44
3829,4801,188,2,3546.42
3830,2584,171,1,4875.43
3831,4278,181,3,683.56
3832,4431,173,2,709.76
3833,4606,59,1,4550.79
3834,1957,138,4,294.5
3835,712,5,2,2168.56
3836,1406,59,3,4550.79
3837,1586,107,5,1766.94
3838,2168,100,4,4795.38
3839,2675,116,5,531.16
3840,1580,58,2,1991.41
3841,2492,127,4,328.69
3842,349,101,5,1667.37
3843,4124,130,3,3752.98
3844,1324,101,1,1667.37
3845,1990,80,3,226.32
3846,161,43,4,4302.52
3847,81,106,1,4109.75
3848,855,87,3,1745.57
3849,2772,155,3,3620.25
3850,1241,6,3,958.78
3851,2085,111,4,155.71
3852,7,20,5,3610.26
3853,26,7,5,3125.61
3854,4405,40,3,4828.05
3855,818,12,5,4862.4
3856,2769,83,5,2379.2
3857,3170,144,2,2820.22
3858,4934,89,2,1908.68
3859,834,23,4,4440.28
3860,3247,161,3,3635.33
3861,2434,145,5,3015.1
3862,3993,35,1,4287.16
3863,3439,196,3,752.0
3864,2963,109,4,4774.93
3865,1249,166,5,1710.25
3866,4208,129,5,76.98
3867,700,120,3,3429.48
3868,3103,189,2,1682.79
3869,2530,16,3,342.1
3870,3181,42,2,1446.54
3871,1072,192,2,4954.72
3872,4696,133,2,1348.28
3873,187,44,3,3031.07
3874,3850,99,4,520.25
3875,392,192,3,4954.72
3876,2454,194,1,2886.29
3877,1235,185,2,2653.6
3878,995,12,5,4862.4
3879,4052,83,5,2379.2
3880,3462,80,1,226.32
3881,4603,186,3,798.91
3882,2204,93,4,4958.13
3883,511,96,2,4329.81
3884,2710,162,1,1229.58
3885,3660,128,4,21.76
3886,439,178,1,4333.64
3887,2511,185,2,2653.6
3888,2672,76,2,1483.57
3889,1027,94,3,3230.41
3890,3789,173,2,709.76
3891,3775,23,3,4440.28
3892,1053,125,3,2865.74
3893,3353,163,2,3906.47
3894,3236,126,4,4251.51
3895,892,96,3,4329.81
3896,2088,59,5,4550.79
3897,4917,82,5,3629.13
3898,314,47,3,2077.09
3899,3626,180,1,3546.06
3900,2238,166,2,1710.25
3901,2896,165,2,1911.42
3902,3725,109,1,4774.93
3903,2264,88,3,3820.04
3904,1355,69,2,4381.24
3905,2545,76,5,1483.57
3906,1720,121,2,4483.51
3907,1816,184,2,4757.3
3908,1241,88,2,3820.04
3909,4837,25,5,4873.2
3910,1486,148,5,3250.66
3911,3548,43,4,4302.52
3912,1648,180,4,3546.06
3913,349,50,5,4506.29
3914,3937,178,3,4333.64
3915,875,47,3,2077.09
3916,3738,66,1,1996.07
3917,4595,52,2,632.53
3918,3283,15,4,4357.17
3919,2689,19,3,1417.95
3920,1161,113,1,1812.1
3921,3300,142,3,2364.31
3922,1037,146,1,4802.01
3923,1803,85,2,4247.78
3924,1822,134,4,883.72
3925,3038,125,1,2865.74
3926,2083,147,1,2139.32
3927,1881,65,3,1581.81
3928,994,81,4,4980.81
3929,3344,128,5,21.76
3930,3363,197,3,679.44
3931,2366,141,2,766.77
3932,65,13,3,877.15
3933,3701,145,4,3015.1
3934,1237,66,5,1996.07
3935,86,7,1,3125.61
3936,1058,82,1,3629.13
3937,942,93,3,4958.13
3938,1007,81,1,4980.81
3939,212,37,5,760.38
3940,1498,92,1,336.66
3941,654,126,3,4251.51
3942,1977,161,5,3635.33
3943,4698,21,3,651.5
3944,44,136,5,3716.48
3945,1589,21,2,651.5
3946,3776,194,3,2886.29
3947,4305,155,1,3620.25
3948,540,194,5,2886.29
3949,912,196,1,752.0
3950,563,52,2,632.53
3951,1888,18,5,850.63
3952,1979,144,1,2820.22
3953,3223,193,3,2690.69
3954,231,7,5,3125.61
3955,947,97,2,369.16
3956,3496,32,4,-100.0
3957,1445,60,5,555.95
3958,4259,68,3,2362.37
3959,4427,144,1,2820.22
3960,1452,136,4,3716.48
3961,2720,111,5,155.71
3962,1532,192,1,4954.72
3963,857,7,2,3125.61
3964,1390,27,2,948.7
3965,1239,110,4,2168.73
3966,2846,197,1,679.44
3967,995,53,4,4460.35
3968,435,14,5,3668.31
3969,378,32,4,-100.0
3970,3166,128,3,21.76
3971,1893,175,1,2517.05
3972,2902,70,3,319.63
3973,3888,50,4,4506.29
3974,3453,104,4,4619.03
3975,820,15,5,4357.17
3976,4345,23,2,4440.28
3977,4947,187,3,923.88
3978,2921,116,1,531.16
3979,3788,62,1,729.82
3980,2682,156,3,150.79
3981,3290,175,1,2517.05
3982,2670,46,2,1952.31
3983,3540,63,3,770.1
3984,3266,123,5,2303.22
3985,1391,103,5,1731.91
3986,4786,4,3,1525.07
3987,2596,32,2,-100.0
3988,2016,141,3,766.77
3989,3128,152,4,3907.36
3990,4830,136,3,3716.48
3991,4776,153,5,1022.31
3992,3552,152,2,3907.36
3993,3453,39,5,2333.6
3994,640,199,5,-100.0
3995,547,92,5,336.66
3996,1800,52,4,632.53
3997,2524,12,3,4862.4
3998,2862,39,4,2333.6
3999,3859,159,2,169.47
4000,1613,113,4,1812.1
4001,4467,162,4,1229.58
4002,3656,105,2,4959.45
4003,1390,42,4,1446.54
4004,3130,175,2,2517.05
4005,2123,34,4,1016.61
4006,2449,97,2,369.16
4007,260,25,2,4873.2
4008,4352,156,5,150.79
4009,2550,193,4,2690.69
4010,2170,43,2,4302.52
4011,1285,83,1,2379.2
4012,2644,64,1,1190.2
4013,2129,187,4,923.88
4014,4597,35,1,4287.16
4015,583,65,2,1581.81
4016,3170,93,4,4958.13
4017,1202,33,5,3398.73
4018,1272,90,3,3801.92
4019,4037,97,4,369.16
4020,1982,188,1,3546.42
4021,803,40,1,4828.05
4022,2788,133,3,1348.28
4023,1864,197,4,679.44
4024,4278,18,3,850.63
4025,68,49,5,3170.58
4026,1243,18,5,850.63
4027,4122,4,2,1525.07
4028,3604,102,2,-100.0
4029,625,110,3,2168.73
4030,2365,18,4,850.63
4031,1200,46,3,1952.31
4032,4091,172,3,3055.81
4033,2162,32,1,-100.0
4034,2463,140,3,2104.99
4035,785,122,3,3402.63
4036,4352,169,1,2620.98
4037,3058,64,3,1190.2
4038,1598,34,3,1016.61
4039,18,65,5,1581.81
4040,89,127,2,328.69
4041,4577,64,5,1190.2
4042,4534,156,2,150.79
4043,3711,125,5,2865.74
4044,4936,146,4,4802.01
4045,2789,2,4,2709.86
4046,2468,153,3,1022.31
4047,980,118,2,925.76
4048,347,5,4,2168.56
4049,2972,38,3,2905.17
4050,1987,114,2,505.47
4051,2534,176,3,2176.21
4052,2180,105,5,4959.45
4053,2357,106,2,4109.75
4054,3287,166,5,1710.25
4055,2612,81,4,4980.81
4056,785,107,2,1766.94
4057,4363,196,1,752.0
4058,2764,19,4,1417.95
4059,1327,54,4,107.31
4060,3264,9,4,3404.01
4061,4943,51,3,560.49
4062,2958,15,5,4357.17
4063,3299,34,3,1016.61
4064,889,13,1,877.15
4065,2587,193,1,2690.69
4066,801,155,1,3620.25
4067,2410,156,5,150.79
4068,3233,102,1,-100.0
4069,1006,117,2,4072.16
4070,1159,48,3,1200.53
4071,1757,32,1,-100.0
4072,3403,69,5,4381.24
4073,4647,20,2,3610.26
4074,640,24,1,2963.2
4075,1175,129,5,76.98
4076,1690,39,2,2333.6
4077,3849,32,3,-100.0
4078,3046,85,2,4247.78
4079,2798,15,2,4357.17
4080,746,32,3,-100.0
4081,4376,114,4,505.47
4082,1642,186,5,798.91
4083,3715,112,4,1684.43
4084,4287,41,1,4586.2
4085,490,173,3,709.76
4086,5000,154,2,1864.28
4087,1760,154,2,1864.28
4088,7,104,3,4619.03
4089,4462,128,3,21.76
4090,2849,38,5,2905.17
4091,2917,107,3,1766.94
4092,1199,95,1,1719.44
4093,1995,63,3,770.1
4094,3841,57,2,399.2
4095,4592,25,2,4873.2
4096,3115,182,5,4162.32
4097,1960,192,4,4954.72
4098,1303,147,4,2139.32
4099,2071,193,3,2690.69
4100,80,15,3,4357.17
4101,2450,21,3,651.5
4102,1292,145,3,3015.1
4103,702,118,5,925.76
4104,4637,154,4,1864.28
4105,392,47,1,2077.09
4106,862,57,4,399.2
4107,2532,139,4,1457.29
4108,2576,153,1,1022.31
4109,1055,127,5,328.69
4110,3109,154,5,1864.28
4111,136,105,2,4959.45
4112,3032,178,4,4333.64
4113,2111,25,1,4873.2
4114,493,170,3,2387.19
4115,3749,55,3,1111.45
4116,3023,95,2,1719.44
4117,738,61,2,926.94
4118,1950,130,4,3752.98
4119,203,35,2,4287.16
