order_id,customer_id,order_date,status
897,903,2026-01-07,Returned
898,508,2025-12-06,Returned
899,782,2025-11-15,Returned
900,996,2026-03-08,Completed
901,837,2026-02-27,Pending
902,768,2025-03-21,Returned
903,761,2026-05-05,Pending
904,76,2025-12-09,Returned
905,523,2025-07-01,Returned
906,860,2026-03-21,Completed
907,823,2026-06-03,Completed
908,428,2026-06-15,Cancelled
909,992,2025-03-04,Returned
910,964,2024-11-11,Completed
911,840,2025-02-25,Cancelled
912,641,2025-04-08,Pending
913,405,2026-02-06,Returned
914,317,2026-06-06,Completed
915,637,2025-09-09,Completed
916,626,2024-11-29,Cancelled
917,952,2026-01-14,Pending
918,975,2026-01-24,Returned
919,267,2026-03-07,Cancelled
920,528,2025-01-20,Completed
921,255,2025-03-11,Cancelled
922,495,2024-10-19,Pending
923,319,2024-09-26,Returned
924,34,2024-09-01,Completed
925,609,2025-08-06,Returned
926,406,2026-02-25,Pending
927,808,2025-06-28,Cancelled
928,890,2025-08-24,Returned
929,750,2026-04-03,Completed
930,981,2026-03-06,Returned
931,348,2025-05-19,Returned
932,673,2024-06-25,Completed
933,925,2025-02-13,Pending
934,513,2025-09-14,Pending
935,272,2026-03-18,Pending
936,255,2024-08-06,Returned
937,98,2025-12-11,Returned
938,910,2025-05-05,Completed
939,462,2025-07-25,Pending
940,340,2025-06-16,Cancelled
941,658,2025-11-25,Pending
942,450,2024-10-14,Cancelled
943,550,2025-09-10,Returned
944,658,2025-01-14,Returned
945,423,2025-07-17,Returned
946,156,2024-08-26,Pending
947,379,2025-01-16,Completed
948,163,2025-11-02,Pending
949,171,2024-09-12,Returned
950,557,2025-03-22,Pending
951,954,2025-03-03,Cancelled
952,36,2025-08-11,Pending
953,110,2024-08-12,Pending
954,552,2024-11-20,Pending
955,605,2025-05-11,Cancelled
956,525,2024-09-19,Returned
957,487,2025-08-09,Completed
958,158,2025-02-02,Pending
959,264,2025-06-05,Completed
960,494,2026-03-31,Pending
961,411,2026-04-09,Pending
962,484,2026-05-02,Completed
963,909,2025-12-30,Cancelled
964,974,2025-02-11,Pending
965,1000,2024-08-15,Cancelled
966,707,2026-06-17,Pending
967,685,2026-05-12,Pending
968,561,2024-11-22,Completed
969,206,2026-04-09,Pending
970,320,2024-09-11,Completed
971,378,2026-05-17,Returned
972,841,2025-09-02,Returned
973,353,2024-10-09,Returned
974,28,2025-09-13,Completed
975,322,2024-10-14,Returned
976,918,2025-02-24,Pending
977,252,2024-08-11,Cancelled
978,390,2025-12-12,Returned
979,442,2024-06-24,Completed
980,677,2024-08-27,Completed
981,719,2025-03-23,Returned
982,236,2025-04-29,Completed
983,842,2024-12-10,Completed
984,711,2025-11-11,Returned
985,448,2026-04-07,Completed
986,869,2025-06-24,Pending
987,131,2026-03-21,Cancelled
988,198,2024-09-20,Pending
989,104,2026-03-04,Pending
990,993,2024-07-31,Completed
991,969,2026-01-16,Completed
992,196,2024-06-29,Returned
993,733,2026-05-17,Pending
994,741,2025-03-06,Pending
995,768,2025-08-31,Cancelled
996,566,2024-10-01,Returned
997,660,2025-06-01,Cancelled
998,892,2025-03-20,Completed
999,44,2026-05-24,Returned
1000,272,2024-09-21,Returned
1001,369,2024-12-21,Cancelled
1002,123,2024-11-07,Returned
1003,630,2026-02-14,Completed
1004,130,2026-01-22,Completed
1005,964,2025-11-16,Pending
1006,39,2024-12-03,Pending
1007,471,2024-10-23,Pending
1008,612,2025-10-18,Pending
1009,116,2025-08-15,Returned
1010,889,2026-01-20,Returned
1011,745,2025-08-23,Cancelled
1012,545,2026-04-16,Pending
1013,745,2026-01-01,Cancelled
1014,127,2025-05-15,Pending
1015,639,2025-10-02,Pending
1016,488,2025-10-26,Returned
1017,431,2024-08-30,Cancelled
1018,895,2025-11-24,Pending
1019,640,2025-08-29,Returned
1020,593,2026-01-31,Cancelled
1021,935,2024-09-08,Returned
1022,438,2025-04-17,Completed
1023,295,2026-06-03,Cancelled
1024,925,2026-06-22,Pending
1025,160,2026-02-11,Returned
1026,301,2025-09-08,Completed
1027,850,2026-06-08,Returned
1028,388,2025-09-08,Pending
1029,117,2024-10-21,Returned
1030,780,2024-12-28,Returned
1031,655,2025-12-08,Cancelled
1032,330,2025-10-02,Returned
1033,787,2026-02-14,Cancelled
1034,439,2024-12-20,Completed
1035,132,2025-12-30,Returned
1036,610,2025-12-12,Returned
1037,892,2026-03-15,Returned
1038,345,2025-04-22,Returned
1039,829,2024-07-25,Pending
1040,745,2026-04-17,Pending
1041,793,2025-11-14,Returned
1042,396,2026-03-22,Pending
1043,3,2024-07-13,Returned
1044,384,2025-08-23,Completed
1045,787,2025-02-05,Returned
1046,409,2026-03-27,Pending
1047,949,2024-11-03,Cancelled
1048,563,2026-06-03,Completed
1049,470,2025-03-29,Cancelled
1050,22,2025-05-14,Cancelled
1051,827,2025-12-25,Pending
1052,184,2025-02-04,Pending
1053,634,2025-09-07,Pending
1054,53,2024-11-17,Returned
1055,442,2026-04-25,Returned
1056,770,2024-08-18,Returned
1057,114,2024-12-05,Completed
1058,814,2026-03-12,Cancelled
1059,65,2025-11-24,Cancelled
1060,784,2024-11-05,Pending
1061,544,2025-07-03,Cancelled
1062,65,2024-11-26,Pending
1063,788,2024-11-29,Cancelled
1064,738,2024-11-20,Returned
1065,105,2026-05-10,Returned
1066,180,2025-08-09,Returned
1067,857,2024-07-13,Pending
1068,429,2026-05-23,Completed
1069,308,2025-09-16,Completed
1070,41,2025-07-21,Returned
1071,41,2025-05-17,Pending
1072,47,2024-12-10,Cancelled
1073,890,2025-05-08,Pending
1074,470,2025-12-24,Completed
1075,57,2026-05-13,Returned
1076,748,2024-10-30,Returned
1077,239,2024-10-11,Pending
1078,477,2025-07-07,Pending
1079,811,2025-03-02,Cancelled
1080,249,2025-06-20,Cancelled
1081,592,2025-11-18,Cancelled
1082,588,2024-08-07,Cancelled
1083,286,2025-09-23,Pending
1084,406,2025-03-13,Pending
1085,950,2025-10-07,Cancelled
1086,323,2025-11-27,Returned
1087,854,2025-04-08,Completed
1088,186,2025-03-30,Completed
1089,353,2025-11-27,Cancelled
1090,930,2025-07-14,Pending
1091,621,2025-08-13,Cancelled
1092,633,2024-11-06,Cancelled
1093,51,2026-02-09,Completed
1094,867,2025-04-21,Returned
1095,140,2025-10-20,Pending
1096,115,2026-04-20,Returned
1097,824,2026-01-03,Pending
1098,170,2025-09-10,Cancelled
1099,887,2024-10-01,Returned
1100,351,2026-03-31,Completed
1101,936,2026-04-19,Pending
1102,49,2026-04-30,Cancelled
1103,393,2025-02-26,Completed
1104,453,2025-02-18,Completed
1105,602,2025-02-16,Cancelled
1106,195,2025-03-09,Pending
1107,482,2025-12-01,Completed
1108,455,2025-05-20,Pending
1109,39,2025-09-12,Pending
1110,87,2026-05-26,Returned
1111,807,2024-07-09,Returned
1112,17,2024-12-20,Completed
1113,906,2025-05-13,Completed
1114,223,2026-05-01,Pending
1115,503,2024-12-04,Completed
1116,651,2024-11-14,Returned
1117,935,2024-07-17,Cancelled
1118,561,2026-05-27,Cancelled
1119,186,2026-04-28,Returned
1120,243,2025-03-03,Completed
1121,379,2026-03-05,Cancelled
1122,250,2025-03-18,Pending
1123,824,2024-09-17,Cancelled
1124,465,2026-03-22,Cancelled
1125,260,2024-12-07,Pending
1126,112,2025-08-17,Completed
1127,801,2024-09-11,Returned
1128,516,2025-01-01,Pending
1129,741,2025-06-08,Pending
1130,889,2025-09-30,Pending
1131,847,2025-06-30,Completed
1132,150,2025-06-18,Returned
1133,61,2026-02-27,Pending
1134,758,2025-08-08,Completed
1135,386,2024-07-17,Completed
1136,611,2024-11-28,Returned
1137,555,2025-02-15,Completed
1138,667,2025-01-08,Cancelled
1139,199,2024-07-31,Completed
1140,524,2025-06-05,Completed
1141,14,2025-10-18,Returned
1142,328,2024-10-06,Pending
1143,494,2026-04-09,Cancelled
1144,42,2024-08-22,Pending
1145,80,2024-07-29,Cancelled
1146,7,2024-11-20,Cancelled
1147,970,2024-09-25,Pending
1148,68,2024-09-11,Completed
1149,546,2024-09-17,Cancelled
1150,699,2026-02-11,Pending
1151,617,2025-04-14,Returned
1152,850,2024-07-15,Cancelled
1153,391,2025-03-20,Cancelled
1154,236,2025-05-18,Pending
1155,795,2026-05-21,Returned
1156,258,2024-12-03,Cancelled
1157,229,2025-06-02,Cancelled
1158,882,2025-12-22,Returned
1159,472,2024-08-01,Pending
1160,279,2026-05-28,Returned
1161,707,2024-08-02,Completed
1162,260,2025-04-09,Completed
1163,443,2025-06-20,Completed
1164,148,2026-06-19,Completed
1165,457,2025-05-08,Completed
1166,870,2025-08-28,Pending
1167,72,2025-09-26,Pending
1168,34,2025-08-20,Pending
1169,855,2025-04-02,Cancelled
1170,724,2025-08-23,Cancelled
1171,734,2025-01-19,Completed
1172,109,2025-11-24,Returned
1173,556,2025-08-06,Pending
1174,743,2026-03-26,Returned
1175,22,2025-09-29,Cancelled
1176,484,2024-09-10,Completed
1177,344,2025-08-29,Returned
1178,923,2025-08-19,Completed
1179,332,2025-04-26,Pending
1180,38,2024-09-05,Completed
1181,814,2025-02-08,Pending
1182,233,2026-05-10,Pending
1183,369,2025-10-19,Returned
1184,385,2026-04-06,Completed
1185,480,2025-10-15,Returned
1186,505,2026-03-11,Returned
1187,563,2024-12-06,Completed
1188,802,2025-06-28,Returned
1189,721,2025-05-25,Cancelled
1190,134,2026-05-26,Completed
1191,213,2026-03-14,Pending
1192,831,2026-04-26,Returned
1193,216,2024-07-04,Completed
1194,352,2026-04-07,Completed
1195,3,2025-10-07,Returned
1196,217,2025-02-04,Cancelled
1197,999,2025-02-24,Cancelled
1198,7,2025-02-04,Returned
1199,683,2025-04-12,Cancelled
1200,485,2026-06-03,Returned
1201,916,2026-02-21,Returned
1202,833,2025-02-03,Cancelled
1203,676,2025-06-30,Pending
1204,614,2025-10-15,Cancelled
1205,605,2026-04-17,Cancelled
1206,555,2025-05-18,Pending
1207,477,2024-08-24,Returned
1208,313,2024-10-09,Cancelled
1209,507,2026-05-01,Returned
1210,299,2025-06-28,Cancelled
1211,38,2025-12-12,Cancelled
1212,836,2026-04-02,Pending
1213,252,2025-04-24,Cancelled
1214,185,2024-10-16,Cancelled
1215,200,2024-06-30,Returned
1216,343,2024-10-20,Completed
1217,72,2025-04-21,Cancelled
1218,691,2025-10-17,Pending
1219,67,2026-05-28,Returned
1220,243,2025-12-08,Returned
1221,202,2024-08-25,Pending
1222,713,2026-06-15,Completed
1223,597,2025-08-07,Pending
1224,899,2026-03-28,Completed
1225,711,2024-09-18,Pending
1226,897,2025-11-20,Cancelled
1227,278,2024-09-14,Returned
1228,547,2025-02-15,Pending
1229,42,2026-06-06,Completed
1230,543,2026-03-02,Returned
1231,113,2025-07-14,Returned
1232,452,2025-11-08,Cancelled
1233,51,2025-06-04,Completed
1234,133,2025-02-15,Pending
1235,747,2025-10-22,Returned
1236,335,2026-04-14,Completed
1237,847,2026-04-03,Completed
1238,963,2025-05-12,Completed
1239,744,2026-01-15,Cancelled
1240,231,2026-01-31,Returned
1241,896,2024-11-03,Cancelled
1242,728,2025-11-15,Returned
1243,484,2024-11-27,Cancelled
1244,113,2026-04-17,Returned
1245,882,2025-05-20,Cancelled
1246,795,2025-08-08,Completed
1247,409,2024-08-03,Returned
1248,756,2025-08-20,Cancelled
1249,844,2024-08-04,Pending
1250,636,2025-10-16,Cancelled
1251,144,2025-02-17,Completed
1252,147,2025-09-18,Returned
1253,678,2024-08-17,Returned
1254,906,2025-03-02,Returned
1255,199,2025-07-03,Pending
1256,959,2026-05-05,Completed
1257,757,2025-09-02,Cancelled
1258,102,2024-10-20,Completed
1259,647,2026-01-20,Cancelled
1260,682,2026-02-01,Cancelled
1261,30,2025-07-24,Pending
1262,52,2024-09-20,Cancelled
1263,569,2026-06-06,Returned
1264,273,2026-03-03,Completed
1265,913,2025-01-28,Completed
1266,366,2025-12-21,Completed
1267,711,2026-01-15,Completed
1268,506,2026-01-05,Cancelled
1269,226,2025-01-17,Cancelled
1270,925,2024-10-27,Returned
1271,563,2026-04-23,Pending
1272,530,2026-04-28,Returned
1273,762,2025-09-27,Returned
1274,845,2026-02-11,Cancelled
1275,950,2026-06-19,Completed
1276,376,2026-06-01,Cancelled
1277,88,2024-06-28,Cancelled
1278,315,2025-05-09,Returned
1279,640,2024-08-24,Cancelled
1280,767,2025-07-07,Returned
1281,371,2026-02-14,Completed
1282,59,2026-02-12,Returned
1283,561,2025-04-03,Completed
1284,514,2025-07-21,Cancelled
1285,227,2025-12-29,Returned
1286,923,2025-05-04,Pending
1287,121,2025-10-29,Completed
1288,73,2024-07-03,Completed
1289,381,2025-07-05,Returned
1290,949,2025-02-08,Completed
1291,951,2025-12-24,Completed
1292,749,2025-03-07,Pending
1293,728,2025-07-20,Pending
1294,206,2025-03-05,Returned
1295,457,2024-09-20,Completed
1296,481,2026-03-07,Pending
1297,287,2025-06-24,Completed
1298,829,2024-12-17,Completed
1299,55,2026-06-02,Completed
1300,864,2024-08-13,Returned
1301,809,2025-05-13,Pending
1302,246,2026-03-14,Pending
1303,415,2026-03-15,Cancelled
1304,505,2024-09-07,Cancelled
1305,597,2024-09-01,Completed
1306,522,2025-12-11,Returned
1307,878,2026-03-16,Returned
1308,821,2024-08-10,Pending
1309,397,2025-05-15,Cancelled
1310,721,2024-07-25,Cancelled
1311,246,2024-12-29,Returned
1312,505,2025-04-30,Pending
1313,572,2025-12-25,Cancelled
1314,356,2025-12-03,Completed
1315,435,2026-02-25,Pending
1316,712,2024-12-31,Pending
1317,834,2025-10-31,Returned
1318,798,2026-02-27,Returned
1319,67,2025-06-21,Returned
1320,948,2025-04-17,Cancelled
1321,788,2026-05-10,Pending
1322,329,2026-01-22,Cancelled
1323,735,2026-03-10,Completed
1324,599,2025-03-09,Cancelled
1325,343,2025-11-28,Pending
1326,855,2025-01-28,Pending
1327,928,2025-03-22,Returned
1328,644,2024-10-21,Pending
1329,67,2025-10-18,Cancelled
1330,563,2024-11-01,Cancelled
1331,227,2025-09-20,Returned
1332,870,2026-01-21,Completed
1333,26,2026-02-06,Cancelled
1334,594,2026-01-05,Cancelled
1335,822,2026-03-17,Pending
1336,481,2024-10-24,Completed
1337,899,2025-04-06,Returned
1338,91,2024-06-27,Completed
1339,141,2024-11-28,Pending
1340,625,2025-11-25,Completed
1341,661,2025-12-20,Completed
1342,468,2025-08-31,Cancelled
1343,113,2025-06-14,Completed
1344,76,2026-03-01,Pending
1345,228,2025-02-13,Pending
1346,322,2025-07-07,Completed
1347,625,2024-06-24,Returned
1348,806,2026-02-10,Returned
1349,103,2025-12-31,Pending
1350,20,2025-04-30,Returned
1351,963,2025-04-24,Pending
1352,452,2025-08-08,Returned
1353,337,2024-08-31,Cancelled
1354,211,2024-09-30,Cancelled
1355,440,2026-02-23,Cancelled
1356,816,2025-05-03,Pending
1357,47,2024-09-25,Pending
1358,191,2026-05-16,Cancelled
1359,409,2025-11-04,Cancelled
1360,777,2025-10-11,Returned
1361,437,2026-04-15,Pending
1362,844,2025-10-15,Returned
1363,880,2025-09-28,Returned
1364,422,2025-12-06,Cancelled
1365,767,2025-01-07,Returned
1366,161,2024-08-04,Returned
1367,749,2025-04-29,Pending
1368,870,2026-03-07,Cancelled
1369,372,2026-02-11,Returned
1370,806,2025-08-18,Pending
1371,177,2025-09-26,Completed
1372,23,2024-12-26,Returned
1373,56,2025-05-31,Pending
1374,652,2025-08-25,Completed
1375,790,2026-03-18,Returned
1376,545,2026-02-26,Returned
1377,118,2026-04-10,Completed
1378,478,2025-05-16,Cancelled
1379,401,2025-07-14,Completed
1380,474,2025-12-15,Pending
1381,442,2025-04-13,Cancelled
1382,8,2026-04-27,Completed
1383,10,2026-04-09,Pending
1384,490,2026-02-11,Pending
1385,814,2024-09-19,Returned
1386,689,2026-06-06,Returned
1387,384,2026-02-15,Cancelled
1388,680,2025-02-15,Cancelled
1389,481,2025-11-19,Completed
1390,764,2026-02-11,Cancelled
1391,898,2026-04-25,Cancelled
1392,244,2025-03-16,Cancelled
1393,909,2024-12-14,Completed
1394,66,2025-07-13,Pending
1395,161,2026-01-15,Returned
1396,701,2025-05-24,Pending
1397,801,2026-04-21,Returned
1398,740,2025-07-05,Completed
1399,352,2025-10-19,Returned
1400,190,2025-06-13,Pending
1401,702,2026-04-29,Returned
1402,969,2025-05-26,Cancelled
1403,437,2025-11-25,Cancelled
1404,161,2025-04-13,Cancelled
1405,431,2026-05-31,Pending
1406,242,2025-05-06,Returned
1407,758,2024-10-11,Completed
1408,986,2026-02-14,Cancelled
1409,897,2026-02-13,Cancelled
1410,244,2025-06-16,Returned
1411,342,2025-06-18,Returned
1412,40,2025-02-01,Cancelled
1413,908,2026-04-29,Cancelled
1414,785,2026-01-27,Cancelled
1415,395,2024-07-15,Cancelled
1416,511,2025-08-20,Pending
1417,567,2026-03-30,Cancelled
1418,13,2026-05-20,Completed
1419,67,2025-07-31,Cancelled
1420,458,2026-02-14,Pending
1421,234,2024-10-31,Returned
1422,415,2025-06-11,Pending
1423,132,2025-01-20,Returned
1424,97,2025-11-01,Returned
1425,862,2026-03-23,Pending
1426,321,2024-11-05,Returned
1427,449,2024-10-24,Returned
1428,189,2026-05-31,Completed
1429,586,2024-06-29,Completed
1430,692,2024-12-19,Returned
1431,424,2025-01-29,Cancelled
1432,896,2026-06-09,Completed
1433,37,2026-01-26,Pending
1434,277,2024-11-22,Completed
1435,495,2024-08-10,Pending
1436,455,2024-09-03,Completed
1437,337,2026-03-04,Completed
1438,741,2025-01-14,Returned
1439,257,2025-11-21,Completed
1440,918,2025-12-28,Pending
1441,406,2024-08-10,Completed
1442,932,2025-03-09,Completed
1443,615,2025-04-05,Cancelled
1444,545,2025-06-02,Pending
1445,735,2026-02-05,Completed
1446,893,2024-10-15,Cancelled
1447,343,2024-08-04,Pending
1448,645,2026-06-22,Completed
1449,683,2025-11-25,Completed
1450,619,2024-11-27,Completed
1451,451,2025-05-01,Returned
1452,985,2025-07-19,Completed
1453,886,2024-12-31,Cancelled
1454,307,2024-08-01,Pending
1455,259,2024-07-06,Returned
1456,602,2025-08-28,Pending
1457,868,2026-04-14,Completed
1458,294,2025-07-11,Cancelled
1459,759,2025-11-10,Returned
1460,987,2024-08-07,Completed
1461,153,2025-06-06,Completed
1462,841,2024-08-15,Pending
1463,697,2025-02-03,Pending
1464,928,2025-08-11,Returned
1465,629,2024-10-10,Returned
1466,275,2025-01-08,Completed
1467,716,2025-12-30,Returned
1468,929,2026-01-30,Returned
1469,608,2025-03-30,Returned
1470,867,2025-05-19,Returned
1471,74,2026-01-13,Pending
1472,894,2025-07-23,Pending
1473,382,2025-05-30,Pending
1474,760,2025-04-30,Returned
1475,974,2025-07-25,Completed
1476,174,2026-03-24,Returned
1477,359,2026-02-27,Pending
1478,968,2025-05-04,Cancelled
1479,798,2026-05-19,Cancelled
1480,980,2025-11-04,Returned
1481,401,2025-01-05,Returned
1482,677,2025-04-21,Pending
1483,527,2024-09-07,Returned
1484,850,2024-12-02,Pending
1485,509,2025-10-19,Cancelled
1486,323,2025-07-10,Completed
1487,129,2025-07-01,Completed
1488,244,2025-10-23,Pending
1489,323,2025-01-03,Returned
1490,641,2025-03-06,Pending
1491,371,2026-06-17,Cancelled
1492,694,2026-05-04,Returned
1493,909,2024-08-22,Cancelled
1494,27,2024-12-27,Pending
1495,134,2024-08-30,Pending
1496,36,2026-04-26,Pending
1497,45,2025-08-28,Completed
1498,55,2025-04-02,Completed
1499,631,2026-01-01,Cancelled
1500,113,2025-03-29,Cancelled
1501,514,2025-05-30,Cancelled
1502,545,2024-12-21,Completed
1503,75,2025-04-30,Pending
1504,890,2025-11-07,Pending
1505,151,2026-02-20,Completed
1506,10,2024-12-19,Returned
1507,573,2025-07-20,Cancelled
1508,668,2026-01-03,Pending
1509,234,2024-07-06,Returned
1510,587,2026-01-15,Cancelled
1511,377,2026-04-06,Cancelled
1512,575,2024-07-03,Cancelled
1513,437,2025-06-16,Completed
1514,117,2025-12-08,Pending
1515,145,2026-04-09,Pending
1516,913,2025-03-14,Cancelled
1517,919,2025-11-10,Returned
1518,37,2026-03-21,Pending
1519,538,2025-09-06,Returned
1520,215,2026-06-07,Returned
1521,127,2026-03-20,Cancelled
1522,976,2026-02-20,Completed
1523,83,2025-02-01,Pending
1524,436,2024-09-16,Cancelled
1525,771,2025-07-15,Pending
1526,782,2025-10-25,Pending
1527,694,2025-10-14,Completed
1528,144,2025-05-31,Returned
1529,446,2026-05-21,Returned
1530,377,2026-04-29,Completed
1531,480,2026-04-22,Completed
1532,640,2025-08-01,Completed
1533,262,2026-06-17,Returned
1534,975,2025-01-14,Pending
1535,23,2026-04-08,Returned
1536,1,2026-03-15,Cancelled
1537,178,2025-10-25,Pending
1538,249,2025-06-29,Pending
1539,838,2024-10-30,Pending
1540,110,2025-04-28,Returned
1541,509,2025-04-04,Cancelled
1542,954,2024-12-18,Pending
1543,216,2024-12-21,Pending
1544,75,2025-08-14,Completed
1545,607,2024-11-04,Completed
1546,805,2025-05-05,Cancelled
1547,597,2024-12-17,Returned
1548,811,2025-03-09,Completed
1549,464,2025-07-17,Completed
1550,854,2024-08-29,Completed
1551,227,2024-09-29,Cancelled
1552,726,2025-09-05,Cancelled
1553,491,2025-11-23,Cancelled
1554,589,2025-04-05,Completed
1555,331,2025-09-20,Cancelled
1556,94,2025-06-09,Returned
1557,8,2025-02-15,Completed
1558,757,2025-02-16,Returned
1559,960,2025-01-24,Completed
1560,288,2024-08-03,Completed
1561,984,2025-12-27,Pending
1562,563,2025-07-17,Returned
1563,193,2024-09-09,Returned
1564,41,2024-09-27,Returned
1565,487,2024-09-20,Cancelled
1566,623,2024-08-12,Pending
1567,396,2026-01-16,Pending
1568,94,2024-09-03,Completed
1569,797,2025-07-21,Cancelled
1570,631,2024-07-08,Cancelled
1571,704,2026-01-21,Completed
1572,65,2026-06-19,Completed
1573,916,2026-03-26,Returned
1574,706,2025-11-21,Pending
1575,78,2025-03-28,Pending
1576,762,2026-02-20,Completed
1577,827,2024-09-03,Completed
1578,803,2025-01-21,Returned
1579,593,2024-12-19,Cancelled
1580,450,2024-09-01,Completed
1581,66,2024-11-18,Completed
1582,614,2024-12-29,Returned
1583,70,2025-05-24,Pending
1584,322,2025-09-20,Returned
1585,558,2024-07-22,Cancelled
1586,157,2024-11-17,Completed
1587,627,2024-08-23,Returned
1588,578,2024-11-19,Cancelled
1589,92,2025-10-11,Pending
1590,577,2025-11-12,Returned
1591,608,2024-12-17,Cancelled
1592,180,2024-08-04,Cancelled
1593,291,2024-12-10,Returned
1594,876,2024-09-13,Cancelled
1595,116,2025-10-21,Pending
1596,364,2026-04-21,Returned
1597,549,2024-12-21,Completed
1598,944,2026-06-06,Pending
1599,147,2025-11-13,Completed
1600,875,2025-10-12,Cancelled
1601,442,2024-09-20,Returned
1602,173,2026-05-26,Returned
1603,467,2026-05-16,Completed
1604,761,2024-10-31,Completed
1605,964,2024-07-03,Completed
1606,335,2026-03-04,Completed
1607,857,2025-01-19,Pending
1608,817,2026-03-12,Returned
1609,616,2025-08-11,Pending
1610,35,2024-10-05,Completed
1611,431,2024-07-28,Pending
1612,946,2025-09-09,Completed
1613,824,2025-01-21,Pending
1614,708,2025-04-10,Returned
1615,972,2024-11-22,Pending
1616,212,2026-04-29,Cancelled
1617,2,2024-11-01,Pending
1618,257,2025-10-30,Pending
1619,573,2025-01-11,Completed
1620,948,2025-09-15,Returned
1621,210,2025-04-07,Returned
1622,571,2024-07-23,Returned
1623,741,2026-02-21,Cancelled
1624,971,2025-10-26,Completed
1625,237,2025-04-19,Cancelled
1626,41,2025-04-06,Returned
1627,329,2025-01-08,Returned
1628,38,2025-04-29,Completed
1629,175,2025-06-22,Cancelled
1630,176,2025-08-02,Returned
1631,22,2026-01-13,Cancelled
1632,253,2024-07-12,Cancelled
1633,801,2025-05-22,Returned
1634,898,2024-09-24,Cancelled
1635,282,2025-04-14,Pending
1636,857,2024-09-08,Returned
1637,72,2024-12-12,Completed
1638,460,2026-06-05,Cancelled
1639,693,2024-11-09,Completed
1640,731,2026-02-22,Cancelled
1641,662,2025-05-25,Cancelled
1642,434,2025-07-22,Returned
1643,316,2025-11-14,Completed
1644,334,2025-07-22,Returned
1645,798,2026-03-24,Returned
1646,968,2025-12-16,Completed
1647,287,2025-09-15,Cancelled
1648,140,2024-09-09,Returned
1649,109,2024-08-08,Returned
1650,921,2025-01-15,Returned
1651,344,2026-01-28,Completed
1652,909,2026-06-21,Pending
1653,249,2026-03-19,Pending
1654,578,2025-09-25,Completed
1655,559,2025-09-26,Pending
1656,317,2025-08-11,Returned
1657,615,2025-04-10,Returned
1658,332,2026-02-27,Pending
1659,812,2024-11-08,Cancelled
1660,731,2025-05-09,Cancelled
1661,175,2026-04-29,Returned
1662,688,2024-10-03,Cancelled
1663,127,2025-01-09,Completed
1664,834,2024-12-23,Completed
1665,738,2024-10-18,Pending
1666,141,2024-10-14,Cancelled
1667,105,2025-08-10,Returned
1668,526,2025-01-24,Returned
1669,725,2025-07-28,Pending
1670,577,2026-04-17,Returned
1671,978,2025-09-04,Completed
1672,980,2025-08-14,Pending
1673,382,2025-04-28,Returned
1674,692,2024-09-29,Returned
1675,666,2025-02-26,Completed
1676,702,2024-08-09,Returned
1677,483,2026-05-30,Cancelled
1678,550,2025-07-20,Pending
1679,722,2026-01-06,Returned
1680,549,2025-07-02,Pending
1681,373,2025-03-01,Returned
1682,349,2025-05-19,Cancelled
1683,562,2026-01-10,Pending
1684,126,2024-09-13,Completed
1685,924,2024-09-07,Completed
1686,617,2025-06-13,Cancelled
1687,258,2026-06-14,Completed
1688,984,2026-06-24,Returned
1689,445,2024-11-03,Pending
1690,556,2024-06-30,Completed
1691,447,2026-01-03,Completed
1692,121,2026-01-29,Pending
1693,441,2025-04-19,Cancelled
1694,81,2025-11-29,Completed
1695,364,2026-03-11,Cancelled
1696,134,2026-03-14,Pending
1697,768,2026-04-14,Cancelled
1698,920,2025-06-12,Cancelled
1699,550,2024-08-26,Cancelled
1700,553,2026-01-13,Cancelled
1701,114,2025-06-05,Cancelled
1702,997,2026-04-13,Returned
1703,820,2024-07-22,Pending
1704,629,2025-09-05,Completed
1705,910,2026-01-17,Pending
1706,580,2025-11-24,Completed
1707,990,2025-02-19,Cancelled
1708,847,2024-11-15,Pending
1709,536,2026-05-13,Cancelled
1710,985,2026-03-20,Cancelled
1711,587,2025-08-15,Pending
1712,754,2025-04-30,Pending
1713,515,2026-04-29,Completed
1714,682,2026-01-13,Returned
1715,594,2026-03-28,Pending
1716,301,2025-09-24,Completed
1717,94,2026-02-06,Completed
1718,276,2024-11-30,Pending
1719,491,2025-08-02,Completed
1720,685,2026-01-08,Cancelled
1721,781,2024-11-08,Pending
1722,82,2024-08-12,Completed
1723,484,2025-08-07,Pending
1724,505,2024-09-30,Pending
1725,354,2025-02-21,Pending
1726,113,2026-01-31,Pending
1727,258,2025-07-12,Cancelled
1728,12,2024-07-19,Completed
1729,439,2024-12-20,Returned
1730,448,2025-10-08,Cancelled
1731,488,2026-05-07,Returned
1732,898,2026-02-22,Cancelled
1733,817,2026-04-30,Completed
1734,827,2025-04-12,Completed
1735,301,2025-04-22,Completed
1736,856,2026-02-01,Cancelled
1737,813,2025-07-05,Pending
1738,266,2026-06-09,Pending
1739,279,2026-04-12,Cancelled
1740,841,2025-01-21,Completed
1741,953,2025-05-13,Completed
1742,193,2024-09-06,Pending
1743,606,2025-10-01,Pending
1744,319,2024-09-10,Cancelled
1745,297,2024-11-01,Returned
1746,88,2026-05-12,Pending
1747,903,2024-08-21,Cancelled
1748,102,2024-11-07,Pending
1749,351,2025-11-06,Pending
1750,161,2024-12-09,Completed
1751,374,2025-07-24,Completed
